,Ship Mode,Segment,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Sales_pu,Profit_pu
3760,Standard Class,Corporate,Los Angeles,California,90049,West,Furniture,Furnishings,24.4,2,0.0,10.248,12.2,5.124
3761,Standard Class,Consumer,Everett,Massachusetts,2149,East,Office Supplies,Paper,87.6,5,0.0,42.048,17.52,8.409600000000001
3762,Second Class,Corporate,West Allis,Wisconsin,53214,Central,Furniture,Bookcases,241.96,2,0.0,24.195999999999998,120.98,12.097999999999999
3763,Second Class,Corporate,West Allis,Wisconsin,53214,Central,Office Supplies,Binders,8.52,3,0.0,4.1748,2.84,1.3916000000000002
3764,Standard Class,Consumer,Chicago,Illinois,60623,Central,Office Supplies,Binders,1.788,3,0.8,-3.0396,0.596,-1.0132
3765,Standard Class,Corporate,Houston,Texas,77036,Central,Furniture,Tables,99.37200000000001,2,0.3,-1.4196,49.68600000000001,-0.7098
3766,Standard Class,Corporate,Houston,Texas,77036,Central,Office Supplies,Art,1.344,1,0.2,0.504,1.344,0.504
3767,Second Class,Home Office,Houston,Texas,77036,Central,Technology,Phones,119.96,5,0.2,11.995999999999999,23.991999999999997,2.3991999999999996
3768,Second Class,Corporate,Hialeah,Florida,33012,South,Furniture,Chairs,1013.832,9,0.2,101.3832,112.648,11.264800000000001
3769,Second Class,Corporate,Hialeah,Florida,33012,South,Office Supplies,Fasteners,1.984,2,0.2,0.6696,0.992,0.3348
3770,Standard Class,Consumer,San Francisco,California,94122,West,Furniture,Tables,2003.52,6,0.2,-325.572,333.92,-54.262
3771,Standard Class,Corporate,Philadelphia,Pennsylvania,19140,East,Office Supplies,Storage,82.368,2,0.2,-19.5624,41.184,-9.7812
3772,Second Class,Consumer,Columbia,South Carolina,29203,South,Technology,Accessories,62.91,3,0.0,22.6476,20.97,7.5492
3773,Second Class,Consumer,Miami,Florida,33180,South,Office Supplies,Fasteners,6.912000000000001,3,0.2,2.3328,2.3040000000000003,0.7776000000000001
3774,Second Class,Consumer,Miami,Florida,33180,South,Technology,Accessories,383.976,3,0.2,81.5949,127.992,27.1983
3775,Second Class,Consumer,Miami,Florida,33180,South,Office Supplies,Paper,10.368,2,0.2,3.6288,5.184,1.8144
3776,Second Class,Consumer,Miami,Florida,33180,South,Technology,Accessories,335.944,7,0.2,41.993,47.992000000000004,5.9990000000000006
3777,Standard Class,Home Office,Chula Vista,California,91911,West,Furniture,Furnishings,665.88,6,0.0,106.5408,110.98,17.756800000000002
3778,Second Class,Home Office,Miami,Florida,33180,South,Technology,Phones,71.976,3,0.2,8.997,23.992,2.999
3779,Standard Class,Consumer,New York City,New York,10035,East,Office Supplies,Paper,37.94,2,0.0,18.2112,18.97,9.1056
3780,Standard Class,Home Office,Manhattan,Kansas,66502,Central,Technology,Phones,273.96,2,0.0,10.9584,136.98,5.4792
3781,Second Class,Consumer,Philadelphia,Pennsylvania,19120,East,Technology,Phones,269.982,3,0.4,40.4973,89.99400000000001,13.4991
3782,Second Class,Consumer,Memphis,Tennessee,38109,South,Office Supplies,Paper,8.904,3,0.2,3.339,2.968,1.113
3783,Second Class,Consumer,Memphis,Tennessee,38109,South,Office Supplies,Storage,720.064,4,0.2,-63.0056,180.016,-15.7514
3784,Standard Class,Home Office,Fort Lauderdale,Florida,33311,South,Technology,Accessories,41.424,2,0.2,8.2848,20.712,4.1424
3785,Standard Class,Home Office,Columbus,Ohio,43229,East,Office Supplies,Binders,3.1319999999999997,2,0.7,-2.61,1.5659999999999998,-1.305
3786,Standard Class,Corporate,Los Angeles,California,90045,West,Office Supplies,Storage,1085.42,7,0.0,282.2092,155.06,40.3156
3787,Standard Class,Consumer,Houston,Texas,77041,Central,Office Supplies,Art,3.912,1,0.2,1.0269,3.912,1.0269
3788,Standard Class,Consumer,Houston,Texas,77041,Central,Office Supplies,Art,62.376000000000005,3,0.2,7.0173,20.792,2.3390999999999997
3789,Standard Class,Home Office,Omaha,Nebraska,68104,Central,Office Supplies,Fasteners,29.05,5,0.0,9.0055,5.8100000000000005,1.8011
3790,Standard Class,Home Office,Los Angeles,California,90004,West,Office Supplies,Binders,180.96,6,0.2,67.86,30.16,11.31
3791,First Class,Corporate,Altoona,Pennsylvania,16602,East,Office Supplies,Binders,4.419,3,0.7,-3.3879,1.4729999999999999,-1.1293
3792,First Class,Corporate,Altoona,Pennsylvania,16602,East,Office Supplies,Art,16.032,6,0.2,2.2044,2.672,0.3674
3793,Standard Class,Consumer,New York City,New York,10024,East,Office Supplies,Art,29.79,3,0.0,12.5118,9.93,4.170599999999999
3794,Standard Class,Consumer,San Diego,California,92037,West,Office Supplies,Storage,57.23,1,0.0,14.3075,57.23,14.3075
3795,Standard Class,Consumer,San Diego,California,92037,West,Furniture,Tables,333.0,3,0.2,-16.65,111.0,-5.55
3796,Standard Class,Consumer,San Diego,California,92037,West,Office Supplies,Art,36.44,4,0.0,12.0252,9.11,3.0063
3797,First Class,Consumer,Miami,Florida,33178,South,Office Supplies,Paper,251.64,3,0.2,88.074,83.88,29.358
3798,First Class,Corporate,Greensboro,North Carolina,27405,South,Furniture,Tables,523.764,3,0.4,-192.0468,174.588,-64.01559999999999
3799,First Class,Corporate,Greensboro,North Carolina,27405,South,Technology,Phones,1359.96,5,0.2,118.9965,271.992,23.7993
3800,Standard Class,Consumer,Jacksonville,North Carolina,28540,South,Furniture,Chairs,102.59200000000001,1,0.2,10.2592,102.59200000000001,10.2592
3801,Standard Class,Consumer,Jacksonville,North Carolina,28540,South,Technology,Accessories,22.704,1,0.2,5.9598,22.704,5.9598
3802,Standard Class,Consumer,Jacksonville,North Carolina,28540,South,Office Supplies,Paper,93.024,3,0.2,33.7212,31.008,11.240400000000001
3803,Standard Class,Consumer,Jacksonville,North Carolina,28540,South,Office Supplies,Supplies,12.767999999999999,2,0.2,1.4364,6.3839999999999995,0.7182
3804,Standard Class,Consumer,Jacksonville,North Carolina,28540,South,Office Supplies,Envelopes,35.008,4,0.2,13.128,8.752,3.282
3805,Standard Class,Consumer,Jacksonville,North Carolina,28540,South,Office Supplies,Paper,39.152,1,0.2,14.682,39.152,14.682
3806,Standard Class,Corporate,Plantation,Florida,33317,South,Office Supplies,Art,11.76,5,0.2,1.3230000000000002,2.352,0.26460000000000006
3807,Standard Class,Corporate,Plantation,Florida,33317,South,Office Supplies,Binders,5.2379999999999995,2,0.7,-4.0158,2.6189999999999998,-2.0079
3808,Standard Class,Corporate,Plantation,Florida,33317,South,Office Supplies,Binders,4.662,3,0.7,-3.7296,1.554,-1.2432
3809,Standard Class,Corporate,Plantation,Florida,33317,South,Furniture,Chairs,523.92,5,0.2,-72.039,104.78399999999999,-14.4078
3810,Standard Class,Corporate,Plantation,Florida,33317,South,Technology,Phones,100.792,1,0.2,10.0792,100.792,10.0792
3811,Standard Class,Corporate,Plantation,Florida,33317,South,Furniture,Chairs,146.136,3,0.2,16.4403,48.711999999999996,5.4801
3812,Same Day,Consumer,Milwaukee,Wisconsin,53209,Central,Office Supplies,Labels,25.06,2,0.0,11.7782,12.53,5.8891
3813,Standard Class,Consumer,Quincy,Illinois,62301,Central,Office Supplies,Labels,19.824,6,0.2,6.4428,3.3040000000000003,1.0738
3814,Same Day,Consumer,Jacksonville,Florida,32216,South,Technology,Phones,823.96,5,0.2,51.4975,164.792,10.2995
3815,Same Day,Consumer,Jacksonville,Florida,32216,South,Office Supplies,Paper,15.984000000000002,2,0.2,4.995,7.992000000000001,2.4975
3816,Standard Class,Consumer,Mobile,Alabama,36608,South,Furniture,Tables,801.96,2,0.0,200.49,400.98,100.245
3817,Standard Class,Consumer,Mobile,Alabama,36608,South,Technology,Phones,59.97,3,0.0,0.0,19.99,0.0
3818,Standard Class,Consumer,Mobile,Alabama,36608,South,Furniture,Chairs,1056.86,7,0.0,306.4894,150.98,43.7842
3819,Standard Class,Consumer,New York City,New York,10024,East,Office Supplies,Binders,12.815999999999999,3,0.2,4.3254,4.271999999999999,1.4418
3820,Standard Class,Consumer,New York City,New York,10024,East,Furniture,Bookcases,314.35200000000003,3,0.2,-15.7176,104.784,-5.239199999999999
3821,Standard Class,Consumer,New York City,New York,10024,East,Office Supplies,Paper,18.98,2,0.0,8.9206,9.49,4.4603
3822,Standard Class,Consumer,New York City,New York,10024,East,Office Supplies,Binders,18.24,6,0.2,6.156000000000001,3.0399999999999996,1.026
3823,Standard Class,Consumer,New York City,New York,10011,East,Office Supplies,Storage,991.2,6,0.0,257.712,165.20000000000002,42.952
3824,Standard Class,Consumer,New York City,New York,10011,East,Technology,Copiers,879.9839999999999,2,0.2,329.994,439.99199999999996,164.997
3825,Standard Class,Consumer,New York City,New York,10011,East,Office Supplies,Binders,12.96,9,0.2,4.5360000000000005,1.4400000000000002,0.504
3826,Standard Class,Corporate,Dallas,Texas,75217,Central,Office Supplies,Storage,107.44,10,0.2,10.744000000000002,10.744,1.0744000000000002
3827,Standard Class,Corporate,Detroit,Michigan,48234,Central,Furniture,Chairs,1458.65,5,0.0,423.0085,291.73,84.60170000000001
3828,Standard Class,Corporate,Detroit,Michigan,48234,Central,Furniture,Chairs,26.64,1,0.0,7.4592,26.64,7.4592
3829,Standard Class,Corporate,Detroit,Michigan,48234,Central,Furniture,Chairs,476.8,2,0.0,119.2,238.4,59.6
3830,Standard Class,Corporate,Detroit,Michigan,48234,Central,Office Supplies,Appliances,87.444,2,0.1,18.4604,43.722,9.2302
3831,Standard Class,Consumer,Dover,Delaware,19901,East,Furniture,Furnishings,76.14,3,0.0,26.649,25.38,8.883000000000001
3832,Standard Class,Consumer,Dover,Delaware,19901,East,Office Supplies,Binders,19.96,2,0.0,9.3812,9.98,4.6906
3833,Same Day,Corporate,Columbus,Ohio,43229,East,Technology,Phones,1049.97,5,0.4,-209.99400000000003,209.994,-41.9988
3834,Same Day,Corporate,Columbus,Ohio,43229,East,Furniture,Chairs,611.058,3,0.3,-34.9176,203.686,-11.6392
3835,Standard Class,Corporate,Glendale,Arizona,85301,West,Office Supplies,Fasteners,2.3680000000000003,2,0.2,0.8288,1.1840000000000002,0.4144
3836,Standard Class,Corporate,Glendale,Arizona,85301,West,Office Supplies,Paper,19.008,3,0.2,6.8904,6.335999999999999,2.2967999999999997
3837,Standard Class,Consumer,North Las Vegas,Nevada,89031,West,Technology,Phones,911.9839999999999,2,0.2,113.99799999999999,455.99199999999996,56.998999999999995
3838,Standard Class,Consumer,North Las Vegas,Nevada,89031,West,Furniture,Chairs,674.352,3,0.2,-109.5822,224.784,-36.5274
3839,Standard Class,Consumer,North Las Vegas,Nevada,89031,West,Furniture,Furnishings,134.01,9,0.0,36.1827,14.889999999999999,4.0203
3840,Standard Class,Consumer,North Las Vegas,Nevada,89031,West,Technology,Accessories,170.97,3,0.0,70.0977,56.99,23.3659
3841,Standard Class,Corporate,Bristol,Tennessee,37620,South,Furniture,Chairs,170.352,3,0.2,10.647,56.784,3.549
3842,First Class,Corporate,Los Angeles,California,90049,West,Office Supplies,Binders,7.184,2,0.2,2.245,3.592,1.1225
3843,First Class,Corporate,Los Angeles,California,90049,West,Office Supplies,Supplies,6.28,2,0.0,0.0628,3.14,0.0314
3844,First Class,Corporate,Los Angeles,California,90049,West,Office Supplies,Supplies,480.74,2,0.0,14.4222,240.37,7.2111
3845,First Class,Corporate,Los Angeles,California,90049,West,Furniture,Bookcases,616.998,6,0.15,-36.294000000000004,102.83300000000001,-6.049
3846,First Class,Corporate,Los Angeles,California,90049,West,Office Supplies,Storage,141.4,5,0.0,38.178000000000004,28.28,7.635600000000001
3847,Second Class,Home Office,Canton,Michigan,48187,Central,Office Supplies,Storage,501.81,3,0.0,0.0,167.27,0.0
3848,First Class,Consumer,Fayetteville,Arkansas,72701,South,Office Supplies,Binders,691.96,4,0.0,318.3016,172.99,79.5754
3849,First Class,Consumer,Fayetteville,Arkansas,72701,South,Technology,Accessories,34.95,5,0.0,15.378,6.99,3.0756
3850,Standard Class,Corporate,Springfield,Missouri,65807,Central,Office Supplies,Paper,85.96,7,0.0,40.4012,12.28,5.7716
3851,Same Day,Home Office,Quincy,Massachusetts,2169,East,Furniture,Furnishings,85.3,2,0.0,14.501,42.65,7.2505
3852,First Class,Consumer,Rockford,Illinois,61107,Central,Office Supplies,Binders,33.568000000000005,8,0.8,-53.7088,4.196000000000001,-6.7136
3853,Standard Class,Home Office,San Francisco,California,94122,West,Furniture,Furnishings,4.95,1,0.0,2.178,4.95,2.178
3854,Standard Class,Home Office,San Francisco,California,94122,West,Office Supplies,Storage,26.4,5,0.0,0.0,5.279999999999999,0.0
3855,Second Class,Consumer,San Antonio,Texas,78207,Central,Office Supplies,Binders,3.5639999999999996,3,0.8,-6.237,1.188,-2.079
3856,Second Class,Consumer,San Antonio,Texas,78207,Central,Technology,Phones,823.96,5,0.2,51.4975,164.792,10.2995
3857,Second Class,Consumer,San Antonio,Texas,78207,Central,Office Supplies,Art,10.272,3,0.2,0.8988,3.424,0.29960000000000003
3858,Same Day,Consumer,Thornton,Colorado,80229,West,Technology,Accessories,447.944,7,0.2,89.5888,63.992000000000004,12.7984
3859,Standard Class,Home Office,Chicago,Illinois,60653,Central,Furniture,Tables,480.96,3,0.5,-269.3376,160.32,-89.7792
3860,Standard Class,Home Office,Chicago,Illinois,60653,Central,Technology,Phones,124.792,1,0.2,10.9193,124.792,10.9193
3861,Standard Class,Consumer,Yonkers,New York,10701,East,Office Supplies,Binders,40.176,3,0.2,14.5638,13.392000000000001,4.8546000000000005
3862,Standard Class,Consumer,Yonkers,New York,10701,East,Office Supplies,Binders,10.895999999999999,3,0.2,3.9498,3.6319999999999997,1.3166
3863,Second Class,Consumer,San Diego,California,92037,West,Office Supplies,Art,10.64,4,0.0,2.7664,2.66,0.6916
3864,Standard Class,Consumer,Champaign,Illinois,61821,Central,Furniture,Furnishings,151.96,5,0.6,-182.352,30.392000000000003,-36.4704
3865,Second Class,Consumer,San Francisco,California,94122,West,Technology,Accessories,238.0,2,0.0,38.08,119.0,19.04
3866,Second Class,Consumer,Lawrence,Indiana,46226,Central,Technology,Accessories,155.34,6,0.0,55.9224,25.89,9.320400000000001
3867,Second Class,Consumer,San Diego,California,92105,West,Technology,Accessories,148.32,9,0.0,63.7776,16.48,7.0864
3868,Second Class,Consumer,San Diego,California,92105,West,Furniture,Chairs,240.78400000000002,1,0.2,27.0882,240.78400000000002,27.0882
3869,Second Class,Consumer,San Diego,California,92105,West,Furniture,Chairs,191.968,7,0.2,16.7972,27.424,2.3996
3870,Second Class,Consumer,San Diego,California,92105,West,Office Supplies,Paper,11.56,2,0.0,5.6644,5.78,2.8322
3871,Second Class,Consumer,San Diego,California,92105,West,Office Supplies,Envelopes,11.8,4,0.0,5.664,2.95,1.416
3872,Second Class,Consumer,San Diego,California,92105,West,Furniture,Chairs,842.352,3,0.2,42.1176,280.784,14.039200000000001
3873,Second Class,Consumer,Johnson City,Tennessee,37604,South,Office Supplies,Envelopes,23.471999999999998,3,0.2,7.6284,7.823999999999999,2.5428
3874,Second Class,Consumer,Johnson City,Tennessee,37604,South,Office Supplies,Binders,86.05799999999999,7,0.7,-63.1092,12.293999999999999,-9.015600000000001
3875,Second Class,Consumer,Johnson City,Tennessee,37604,South,Technology,Phones,108.78399999999999,2,0.2,6.7989999999999995,54.391999999999996,3.3994999999999997
3876,Second Class,Consumer,Johnson City,Tennessee,37604,South,Office Supplies,Paper,10.272,3,0.2,3.21,3.424,1.07
3877,Standard Class,Consumer,Tampa,Florida,33614,South,Office Supplies,Binders,38.19,5,0.7,-26.733,7.638,-5.3466000000000005
3878,First Class,Corporate,Decatur,Illinois,62521,Central,Office Supplies,Storage,49.632,4,0.2,3.7224,12.408,0.9306
3879,First Class,Corporate,Decatur,Illinois,62521,Central,Office Supplies,Storage,52.096000000000004,4,0.2,3.9072,13.024000000000001,0.9768
3880,Standard Class,Consumer,Gilbert,Arizona,85234,West,Office Supplies,Paper,9.568,2,0.2,2.99,4.784,1.495
3881,Standard Class,Consumer,Gilbert,Arizona,85234,West,Office Supplies,Storage,82.368,2,0.2,-19.5624,41.184,-9.7812
3882,Standard Class,Consumer,Gilbert,Arizona,85234,West,Furniture,Furnishings,364.704,6,0.2,-36.4704,60.784,-6.078399999999999
3883,Standard Class,Consumer,Gilbert,Arizona,85234,West,Furniture,Furnishings,40.256,4,0.2,11.0704,10.064,2.7676
3884,Standard Class,Corporate,Knoxville,Tennessee,37918,South,Office Supplies,Art,4.368,3,0.2,0.3822,1.4560000000000002,0.12739999999999999
3885,Standard Class,Consumer,Chicago,Illinois,60653,Central,Office Supplies,Binders,12.128,4,0.8,-20.6176,3.032,-5.1544
3886,Second Class,Consumer,Bloomington,Indiana,47401,Central,Technology,Phones,134.85,3,0.0,37.758,44.949999999999996,12.586
3887,Standard Class,Consumer,Roswell,Georgia,30076,South,Office Supplies,Art,8.56,2,0.0,2.6536,4.28,1.3268
3888,Standard Class,Consumer,Roswell,Georgia,30076,South,Technology,Phones,239.97,3,0.0,67.1916,79.99,22.397199999999998
3889,Standard Class,Consumer,Roswell,Georgia,30076,South,Office Supplies,Storage,356.94,2,0.0,107.08200000000001,178.47,53.541000000000004
3890,Standard Class,Corporate,Los Angeles,California,90036,West,Technology,Accessories,659.9,2,0.0,217.767,329.95,108.8835
3891,Standard Class,Corporate,Los Angeles,California,90036,West,Furniture,Chairs,1684.7520000000002,6,0.2,210.59400000000002,280.79200000000003,35.099000000000004
3892,Standard Class,Corporate,Los Angeles,California,90036,West,Technology,Accessories,559.92,8,0.0,190.3728,69.99,23.7966
3893,Standard Class,Consumer,Houston,Texas,77036,Central,Technology,Accessories,279.944,7,0.2,48.9902,39.992000000000004,6.998600000000001
3894,Standard Class,Home Office,Bolingbrook,Illinois,60440,Central,Office Supplies,Binders,9.98,5,0.8,-16.467,1.996,-3.2933999999999997
3895,Standard Class,Home Office,Texarkana,Arkansas,71854,South,Technology,Accessories,48.9,5,0.0,18.093,9.78,3.6186
3896,Standard Class,Corporate,San Antonio,Texas,78207,Central,Office Supplies,Fasteners,3.552,3,0.2,1.2432,1.184,0.41440000000000005
3897,Standard Class,Corporate,San Antonio,Texas,78207,Central,Office Supplies,Paper,15.552,3,0.2,5.4432,5.184,1.8144
3898,Standard Class,Consumer,Edinburg,Texas,78539,Central,Office Supplies,Fasteners,2.3680000000000003,2,0.2,0.8288,1.1840000000000002,0.4144
3899,First Class,Consumer,Toledo,Ohio,43615,East,Technology,Accessories,127.984,2,0.2,25.5968,63.992,12.7984
3900,Standard Class,Corporate,Baytown,Texas,77520,Central,Office Supplies,Paper,10.368,2,0.2,3.6288,5.184,1.8144
3901,Standard Class,Home Office,Philadelphia,Pennsylvania,19143,East,Technology,Accessories,47.983999999999995,2,0.2,-1.1996,23.991999999999997,-0.5998
3902,Second Class,Home Office,Los Angeles,California,90045,West,Office Supplies,Storage,270.34,14,0.0,75.6952,19.31,5.4068
3903,Standard Class,Home Office,Philadelphia,Pennsylvania,19143,East,Office Supplies,Appliances,98.11200000000001,7,0.2,18.396,14.016000000000002,2.628
3904,Standard Class,Home Office,Philadelphia,Pennsylvania,19143,East,Office Supplies,Storage,563.808,4,0.2,21.1428,140.952,5.2857
3905,Standard Class,Home Office,Philadelphia,Pennsylvania,19143,East,Office Supplies,Binders,10.427999999999999,4,0.7,-6.952000000000001,2.6069999999999998,-1.7380000000000002
3906,Standard Class,Home Office,Philadelphia,Pennsylvania,19143,East,Furniture,Furnishings,547.136,4,0.2,-68.392,136.784,-17.098
3907,Standard Class,Home Office,Philadelphia,Pennsylvania,19143,East,Technology,Phones,14.85,5,0.4,-3.2175,2.9699999999999998,-0.6435
3908,Standard Class,Home Office,Philadelphia,Pennsylvania,19143,East,Technology,Phones,41.988,2,0.4,-9.7972,20.994,-4.8986
3909,Standard Class,Home Office,Philadelphia,Pennsylvania,19143,East,Furniture,Furnishings,7.584,1,0.2,2.37,7.584,2.37
3910,Standard Class,Home Office,Philadelphia,Pennsylvania,19143,East,Furniture,Bookcases,352.45,5,0.5,-211.47,70.49,-42.294
3911,First Class,Consumer,Pearland,Texas,77581,Central,Technology,Phones,470.376,3,0.2,52.9173,156.792,17.6391
3912,Standard Class,Corporate,New York City,New York,10035,East,Office Supplies,Paper,19.44,3,0.0,9.3312,6.48,3.1104000000000003
3913,Standard Class,Corporate,New York City,New York,10035,East,Furniture,Furnishings,9.82,2,0.0,3.2406,4.91,1.6203
3914,Standard Class,Consumer,Phoenix,Arizona,85023,West,Furniture,Tables,801.6,5,0.5,-448.89599999999996,160.32,-89.77919999999999
3915,Standard Class,Consumer,Phoenix,Arizona,85023,West,Furniture,Chairs,161.56799999999998,2,0.2,10.097999999999999,80.78399999999999,5.0489999999999995
3916,Standard Class,Consumer,Phoenix,Arizona,85023,West,Office Supplies,Paper,16.096,2,0.2,5.2312,8.048,2.6156
3917,Standard Class,Consumer,Phoenix,Arizona,85023,West,Office Supplies,Binders,7.656000000000001,4,0.7,-6.1248,1.9140000000000001,-1.5312
3918,Standard Class,Consumer,Phoenix,Arizona,85023,West,Furniture,Chairs,311.976,3,0.2,-42.8967,103.992,-14.298900000000001
3919,Standard Class,Corporate,Chesapeake,Virginia,23320,South,Office Supplies,Storage,61.68,4,0.0,16.6536,15.42,4.1634
3920,Standard Class,Corporate,Chesapeake,Virginia,23320,South,Office Supplies,Binders,63.96,4,0.0,30.7008,15.99,7.6752
3921,Second Class,Consumer,Chicago,Illinois,60610,Central,Technology,Phones,359.976,3,0.2,35.9976,119.992,11.9992
3922,Standard Class,Consumer,Chicago,Illinois,60623,Central,Office Supplies,Paper,25.344,6,0.2,7.92,4.224,1.32
3923,Standard Class,Consumer,Chicago,Illinois,60623,Central,Office Supplies,Paper,26.72,5,0.2,9.352,5.343999999999999,1.8704
3924,Standard Class,Consumer,Seattle,Washington,98103,West,Office Supplies,Storage,30.28,2,0.0,1.2112,15.14,0.6056
3925,Standard Class,Consumer,Seattle,Washington,98103,West,Office Supplies,Storage,57.93,3,0.0,16.2204,19.31,5.4068000000000005
3926,Standard Class,Consumer,Seattle,Washington,98103,West,Furniture,Furnishings,35.34,2,0.0,13.4292,17.67,6.7146
3927,Standard Class,Consumer,Seattle,Washington,98103,West,Office Supplies,Binders,137.24,5,0.2,46.3185,27.448,9.2637
3928,First Class,Consumer,Harlingen,Texas,78550,Central,Furniture,Bookcases,241.332,5,0.32,-14.196,48.2664,-2.8392
3929,First Class,Consumer,Harlingen,Texas,78550,Central,Office Supplies,Paper,5.184,1,0.2,1.8792,5.184,1.8792
3930,First Class,Consumer,Harlingen,Texas,78550,Central,Office Supplies,Art,145.54399999999998,7,0.2,16.3737,20.791999999999998,2.3390999999999997
3931,Standard Class,Corporate,Philadelphia,Pennsylvania,19140,East,Office Supplies,Art,5.472,3,0.2,1.6416,1.824,0.5472
3932,Standard Class,Corporate,Philadelphia,Pennsylvania,19140,East,Technology,Accessories,47.983999999999995,2,0.2,13.1956,23.991999999999997,6.5978
3933,Standard Class,Consumer,Bakersfield,California,93309,West,Office Supplies,Art,9.4,5,0.0,2.7260000000000004,1.8800000000000001,0.5452000000000001
3934,Standard Class,Consumer,Bakersfield,California,93309,West,Office Supplies,Labels,74.0,5,0.0,37.0,14.8,7.4
3935,Standard Class,Consumer,Bakersfield,California,93309,West,Technology,Phones,201.584,2,0.2,12.599,100.792,6.2995
3936,Standard Class,Consumer,Grand Prairie,Texas,75051,Central,Office Supplies,Envelopes,28.752,3,0.2,9.3444,9.584,3.1148000000000002
3937,Standard Class,Consumer,Grand Prairie,Texas,75051,Central,Office Supplies,Paper,27.215999999999998,3,0.2,9.8658,9.072,3.2886
3938,Standard Class,Consumer,Grand Prairie,Texas,75051,Central,Furniture,Chairs,197.372,2,0.3,-25.3764,98.686,-12.6882
3939,Same Day,Consumer,Greenwood,Indiana,46142,Central,Furniture,Chairs,1424.9,5,0.0,356.225,284.98,71.245
3940,Standard Class,Consumer,New York City,New York,10024,East,Furniture,Furnishings,14.56,2,0.0,6.2608,7.28,3.1304
3941,Standard Class,Consumer,New York City,New York,10024,East,Office Supplies,Binders,3.048,1,0.2,1.0287,3.048,1.0287
3942,Second Class,Consumer,Memphis,Tennessee,38109,South,Office Supplies,Paper,25.92,5,0.2,9.072000000000001,5.184,1.8144000000000002
3943,Standard Class,Consumer,Buffalo,New York,14215,East,Office Supplies,Supplies,835.17,7,0.0,16.7034,119.30999999999999,2.3861999999999997
3944,Second Class,Consumer,Los Angeles,California,90036,West,Office Supplies,Paper,17.34,3,0.0,8.4966,5.78,2.8322000000000003
3945,Standard Class,Consumer,Homestead,Florida,33030,South,Office Supplies,Paper,44.38399999999999,1,0.2,15.5344,44.38399999999999,15.5344
3946,Standard Class,Consumer,Homestead,Florida,33030,South,Office Supplies,Supplies,2.944,1,0.2,-0.6624,2.944,-0.6624
3947,Standard Class,Home Office,Pasadena,Texas,77506,Central,Office Supplies,Art,6.367999999999999,2,0.2,1.0348,3.1839999999999997,0.5174
3948,Standard Class,Home Office,Pasadena,Texas,77506,Central,Office Supplies,Labels,48.848,2,0.2,15.8756,24.424,7.9378
3949,Standard Class,Home Office,Pasadena,Texas,77506,Central,Office Supplies,Paper,19.648,2,0.2,6.6312,9.824,3.3156
3950,Standard Class,Home Office,Pasadena,Texas,77506,Central,Furniture,Chairs,255.108,6,0.3,-18.222,42.518,-3.0370000000000004
3951,Second Class,Consumer,Freeport,New York,11520,East,Office Supplies,Binders,17.248,2,0.2,6.0368,8.624,3.0184
3952,Standard Class,Corporate,Denver,Colorado,80219,West,Technology,Phones,159.984,2,0.2,13.9986,79.992,6.9993
3953,Standard Class,Consumer,Quincy,Massachusetts,2169,East,Office Supplies,Paper,12.7,2,0.0,5.8420000000000005,6.35,2.9210000000000003
3954,Standard Class,Consumer,Detroit,Michigan,48205,Central,Furniture,Furnishings,5.47,1,0.0,2.3521,5.47,2.3521
3955,Standard Class,Consumer,Detroit,Michigan,48205,Central,Office Supplies,Art,79.36,4,0.0,23.808000000000003,19.84,5.952000000000001
3956,Standard Class,Consumer,San Francisco,California,94109,West,Furniture,Furnishings,22.14,3,0.0,6.4206,7.38,2.1402
3957,Standard Class,Consumer,Nashville,Tennessee,37211,South,Office Supplies,Binders,11.277000000000001,3,0.7,-8.6457,3.7590000000000003,-2.8819
3958,Standard Class,Consumer,Nashville,Tennessee,37211,South,Office Supplies,Art,4.448,2,0.2,0.3336,2.224,0.1668
3959,Standard Class,Consumer,Nashville,Tennessee,37211,South,Furniture,Furnishings,44.76,3,0.2,14.547,14.92,4.849
3960,Standard Class,Corporate,Detroit,Michigan,48227,Central,Office Supplies,Binders,38.28,6,0.0,17.6088,6.38,2.9347999999999996
3961,Standard Class,Corporate,Detroit,Michigan,48227,Central,Technology,Phones,149.95,5,0.0,44.985,29.99,8.997
3962,First Class,Home Office,Los Angeles,California,90045,West,Office Supplies,Art,12.84,3,0.0,3.4668,4.28,1.1556
3963,First Class,Home Office,Los Angeles,California,90045,West,Furniture,Furnishings,44.67,3,0.0,12.0609,14.89,4.0203
3964,Standard Class,Consumer,Philadelphia,Pennsylvania,19140,East,Office Supplies,Art,7.872000000000001,3,0.2,0.8856,2.624,0.2952
3965,Second Class,Corporate,Asheville,North Carolina,28806,South,Office Supplies,Art,7.872000000000001,3,0.2,0.8856,2.624,0.2952
3966,Standard Class,Consumer,New York City,New York,10024,East,Office Supplies,Art,88.04,4,0.0,22.8904,22.01,5.7226
3967,First Class,Home Office,Colorado Springs,Colorado,80906,West,Office Supplies,Binders,40.635,7,0.7,-32.508,5.805,-4.644
3968,Standard Class,Corporate,San Antonio,Texas,78207,Central,Office Supplies,Binders,5.728,8,0.8,-9.1648,0.716,-1.1456
